"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.352965417E-1,3.284619598E0,8.336164856E-1,9.767039337E0
4.452615417E-1,3.149151306E0,9.195378113E-1,1.076276871E1
4.552255417E-1,2.118993530E0,5.632786560E-1,1.075468552E1
4.651905417E-1,1.708547058E0,3.194357300E-1,1.165446442E1
4.751555417E-1,1.601220245E0,1.359173584E-1,1.179008240E1
4.851205417E-1,1.709594879E0,-6.481521606E-2,1.059092606E1
4.950855417E-1,1.825453949E0,-2.146536255E-1,9.831106110E0
5.050505417E-1,1.788331146E0,-4.023632813E-1,9.974657593E0
5.150155417E-1,1.682201843E0,-4.866380310E-1,1.039243881E1
5.249805417E-1,1.593586121E0,-5.668711853E-1,1.109148514E1
5.349445417E-1,2.150428162E0,-2.751278687E-1,1.127694946E1
5.449095417E-1,2.720742188E0,-6.496490479E-2,1.094763428E1
5.548745417E-1,3.231480103E0,-6.845265198E-1,1.089614136E1
5.648395417E-1,3.573668518E0,-1.709145813E0,1.098610428E1
5.748045417E-1,3.400328979E0,-1.459015961E0,1.043899200E1
5.847695417E-1,4.134402466E0,-7.453001404E-1,9.669891357E0
5.947345417E-1,3.758983154E0,3.189866638E-1,9.031468964E0
6.046995417E-1,3.141367493E0,8.851094055E-1,7.979756012E0
6.146635417E-1,2.884351959E0,8.692424011E-1,6.865622864E0
6.246285417E-1,1.672322388E0,1.261277161E0,6.797664185E0
6.345935417E-1,1.717229004E0,1.472338257E0,7.423213348E0
6.445585417E-1,2.812651062E0,1.680106201E0,9.133257294E0
6.545235417E-1,4.031865692E0,1.799557800E0,1.146301254E1
6.644885417E-1,1.244811401E0,1.488953705E0,9.714348907E0
6.744535417E-1,-5.716612244E-1,1.233734436E0,7.872578888E0
6.844185417E-1,4.959187317E-1,1.292262726E0,8.258027344E0
6.943835417E-1,1.836530914E0,2.524350586E0,9.266929321E0
7.043475417E-1,-6.973997498E-1,9.753717041E-1,9.536369019E0
7.143125417E-1,-4.812941437E0,1.882485352E0,1.406550064E1
7.242775417E-1,-7.170089722E-1,4.950056305E0,1.522454041E1
7.342425417E-1,3.525169373E0,2.522105255E0,1.116213821E1
7.442075417E-1,2.316283264E0,-2.438429260E-1,7.108717346E0
7.541725417E-1,2.314037933E0,3.649411011E-1,6.721921692E0
7.641375417E-1,3.498225403E0,1.300046539E0,8.373437347E0
7.741025417E-1,4.012555847E0,1.127904510E0,1.116498230E1
7.840665417E-1,3.928730164E0,4.320016479E-1,1.365550323E1
7.940315417E-1,3.574866028E0,3.065625000E-1,1.380025223E1
8.039965417E-1,2.392175446E0,5.176235962E-1,1.234527786E1
8.139615417E-1,1.222807159E0,6.481521606E-1,1.098236206E1
8.239265417E-1,1.195114746E0,1.241667938E0,9.906549225E0
8.338915417E-1,1.274000702E0,1.891766052E0,9.353748779E0
8.438565417E-1,1.216220856E0,2.336341553E0,9.061855774E0
